Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr7	118688704	118689431	1376231	1175967	833566	126740	126665	11835	8472
chr7	119094808	119095306	970356	1534291	817086	256012	27050	8712	8698
chr7	119617887	119618755	446907	1010842	293637	8479	18061	4274	7307
chr7	120439299	120440190	18	189407	37879	28506	6026	5854	29387
chr7	121288442	121289120	269869	318006	206869	100658	39318	6476	7054
chr7	121289438	121290346	270865	319002	207865	101654	40314	5250	5828
chr7	121380360	121381021	336689	409924	132106	160088	50713	11113	0
chr7	121663330	121664287	53423	277963	118772	28086	10017	3770	22968
chr7	122181405	122182368	463454	226271	342763	87308	2248	1617	2084
chr7	122285119	122285996	567168	329985	239135	15295	15521	1967	3235
chr7	122345239	122346858	627288	390105	178273	75415	15034	118	3670
chr7	122372439	122373128	654488	417305	152003	102615	6490	56	3097
chr7	122682360	122683394	499939	727226	155122	111002	53288	10772	0
chr7	122852347	122854500	328833	897213	318533	21733	16276	3120	3326
chr7	124268699	124269349	228520	132093	20262	183204	34187	13630	14173
chr7	124299694	124300366	197503	101076	9554	196030	3170	2659	7853
chr7	125159096	125159935	629378	757415	41222	48981	13882	1830	0
chr7	125340080	125341783	810362	938399	138461	25561	25593	6034	34124
chr7	125730801	125731465	1201083	1153415	319716	359071	10857	5534	1020
chr7	129697108	129698145	18850	273852	5526	5844	2784	4755	0
chr7	130876558	130877514	87473	362702	38675	2854	2854	679	233
chr7	132247967	132248849	222998	5014	516743	16742	12165	5167	16998
chr7	132739752	132740606	9042	39323	24986	26290	1084	3633	0
chr7	133787793	133788763	190210	63123	23053	23220	17949	4782	3225
chr7	134101512	134102217	23946	5367	15498	15079	15039	297	1584
chr7	134783614	134784082	58036	308484	47936	3110	2995	4107	44731
chr7	134851219	134853911	0	376089	0	1605	5	0	0
chr7	135255112	135255935	3189	227576	11089	4181	4181	401	875
chr7	135581344	135583076	31506	64083	66349	78200	22300	12107	2948
chr7	136266454	136267733	611647	749193	598783	175250	86250	8769	1399
chr7	136510241	136511014	855434	992980	842570	419037	42862	0	4018
chr7	136551947	136552993	897140	1034686	884276	460743	883	3187	5308
chr7	136590747	136591202	935940	1073486	866821	499543	5545	4004	13648
chr7	136837385	136838426	708408	1320124	619597	300590	31541	5845	30380
chr7	137156490	137157528	389306	1238604	300495	17326	7068	8110	5497
chr7	137323069	137323663	223171	1072469	134360	11625	11403	7651	0
chr7	138306489	138307164	56210	88968	159406	13238	13205	551	14820
chr7	138391619	138392301	141340	3831	244536	18603	18618	18771	1022
chr7	138459245	138459673	94355	62995	205513	21661	21721	1856	0
chr7	140514321	140514876	14038	174321	107495	3157	3157	1394	0
chr7	141036556	141037142	225321	5873	174561	213954	50388	1282	13512
chr7	141741506	141746148	257976	195880	65233	156542	65462	6299	0
chr7	141831968	141833285	348438	108743	155695	170234	462	8475	6688
chr7	142248291	142248903	250208	65951	192151	1895	647	231	142
chr7	144477472	144478613	1387166	341361	52705	39823	31323	0	4142
chr7	144763558	144764946	1673252	627447	229965	110830	15150	2509	22715
chr7	144889477	144890707	1799171	753366	355884	236749	69738	4481	3879
chr7	145004122	145004875	1913816	868011	470529	351394	16441	11418	1303
chr7	146232016	146232789	2179538	1802876	1698423	886549	24816	5817	10
chr7	146408169	146409593	2002734	1626072	1626972	709745	450	2108	11038
chr7	146417877	146419141	1993186	1616524	1617424	700197	10158	4595	20746
chr7	146519686	146520545	1891782	1515120	1516020	598793	43238	4260	10310
chr7	146780484	146782107	1630220	1253558	1254458	337231	85649	11113	0
chr7	146873496	146874309	1538018	1161356	1162256	245029	5592	12680	0
chr7	147529100	147530030	882297	505635	506535	409614	148646	1058	16316
chr7	148292033	148293057	119270	17006	92807	87589	10169	6027	777
chr7	148344471	148346236	66091	69444	48503	49240	49260	1045	6960
chr7	148640630	148642468	54851	365603	1304	1426	1446	1331	3341
chr7	150476851	150477528	34326	21833	39276	24130	24107	0	0
chr7	150606805	150607796	122671	3112	63640	10981	10981	2394	17230
chr7	151570986	151571916	226598	54761	357	34472	520	1469	673
chr7	152079683	152080218	53217	563458	46152	50678	15639	11151	1895
chr7	152107402	152108422	80936	591177	21480	22474	22494	0	18251
chr7	152809448	152810075	255887	1293223	350429	352564	68658	209	0
chr7	153202551	153203866	648990	1417457	743532	23789	23805	4100	0
chr7	154951347	154952116	139279	4635	44804	45040	7425	3008	14280
chr7	156774686	156776674	138	22165	15534	26702	25562	256	0
chr7	157253980	157254362	44595	384191	73538	73776	34074	5168	13334
chr7	157274515	157275722	65130	404726	85320	94311	12714	3429	0
chr7	157939609	157941797	480535	1069820	507424	464395	0	9053	0
chr7	157943811	157944206	478126	1074022	505015	461986	0	13255	0
chr7	157963472	157964132	458200	1093683	485089	442060	19230	8746	0
chr7	158152616	158154164	268168	1282827	295057	252028	16075	5621	0
chr7	158512954	158515094	9465	1643165	14381	15270	15270	5483	0
chr7	158881636	158882443	140812	2011847	111715	111652	111412	14825	124905
chr8	35487	36221	366434	1667268	145294	143303	143395	120599	107537
chr8	90184	90718	311937	1612771	90797	88806	88898	66102	53040
chr8	140512	140955	261700	1562534	40560	38569	38661	15865	2803
chr8	142173	142694	259961	1560795	38821	36830	36922	14126	1064
chr8	155141	155866	246789	1547623	25649	23658	23750	954	5899
chr8	310308	310734	91921	1392755	45417	46102	42402	5216	1762
chr8	1225571	1226267	493202	477222	467846	485049	28423	8967	0
chr8	1236500	1237093	482376	466396	457020	474223	39352	14438	985
chr8	1640463	1641644	77825	61845	52469	69672	42076	2350	3357
chr8	1916735	1918019	194763	212705	3360	60757	3757	3200	16646
chr8	2536690	2537186	130378	832660	20008	19830	19850	28269	83
chr8	2712913	2713722	7328	1008883	120867	121589	41494	1931	7331
chr8	3067736	3068389	362151	1363706	475690	81758	826	12918	0
chr8	3094893	3095528	389308	1390863	502847	108915	25530	13292	26018
chr8	3207068	3207874	501483	1503038	615022	221090	12704	2066	26279
chr8	3239630	3240384	534045	1535600	647584	253652	20672	8696	0
chr8	3241915	3243001	536330	1537885	649869	255937	18055	6079	0
chr8	3269021	3269852	563436	1564991	676975	283043	7017	11148	15627
chr8	3527932	3529062	822347	1823902	935886	541954	85168	17825	13354
chr8	3541344	3542090	835759	1837314	949298	555366	98580	31237	326
chr8	3629640	3630338	924055	1925610	1037594	643662	186876	3097	2279
chr8	3652330	3654302	946745	1948300	1060284	666352	209566	463	6338
chr8	3695781	3697283	990196	1991751	1103735	709803	205397	1465	0
chr8	3856261	3856709	1150676	2152231	1264215	870283	45971	5930	10834
chr8	4152470	4153298	1446885	2448440	1560424	1166492	59128	668	11276
chr8	4283856	4284473	1578271	2426107	1691810	1039742	190514	2423	0
chr8	4343578	4343956	1637993	2366624	1751532	980259	140118	7582	0
chr8	4906998	4907712	1360902	1802868	1310909	416503	52174	9447	0
chr8	4926662	4927249	1341365	1783331	1291372	396966	52986	6464	0
chr8	5131101	5131636	1136978	1578944	1086985	192579	150234	2615	10967
chr8	5969201	5973164	295450	737416	245457	290872	24432	5274	23297
chr8	6034787	6035588	233026	674992	183033	228448	37043	15531	22755
chr8	6362437	6363688	972	346892	75436	55188	3647	0	27002
chr8	6923626	6924297	307415	3937	224779	25079	25079	2274	119953
chr8	7341048	7342719	724837	421359	128180	128204	85484	127990	537375
chr8	7683781	7685428	489639	764092	399439	400014	85668	419987	428183
chr8	9253531	9254026	313538	8907	64349	26796	14207	11617	8370
chr8	10768651	10770669	75881	36137	59952	15367	447	975	0
chr8	11145050	11146039	0	55116	1479	2966	2746	2328	4409
chr8	11772788	11773179	66268	26866	12473	12810	857	667	0
chr8	12064103	12064845	357583	218965	303788	11904	11904	59451	177574
chr8	12306576	12307449	274189	461438	300210	209507	12387	105124	135422
chr8	12417207	12418703	162935	572069	188956	98253	0	4340	24168
chr8	12571971	12572522	9116	726833	35137	5467	5607	5533	2258
chr8	12805774	12806282	213524	960636	2131	75190	2694	2331	24182
chr8	12873564	12874071	281314	1028426	63670	25863	17405	13380	8008
chr8	13076107	13077179	483857	1230969	85314	56852	26183	2461	7181
chr8	13436701	13437335	844451	1591563	445908	148143	12337	3102	0
chr8	13479695	13480491	887445	1634557	488902	104987	7276	2820	0
chr8	14869813	14870479	2219390	3024675	1879020	365537	20519	6317	0
chr8	15210402	15211425	1878444	3365264	1801484	24591	24631	9152	6641
chr8	15314821	15315566	1774303	3469683	1697343	78657	78617	3390	6955
chr8	15959799	15960943	1128926	3224466	1051966	723635	16948	11573	16079
chr8	16040737	16041577	1048292	3143832	971332	804573	24140	42750	16995
chr8	16046386	16047645	1042224	3137764	965264	810222	18072	42450	22644
chr8	16564082	16565853	524016	2619556	447056	318603	16719	8995	1496
chr8	17676584	17677926	114772	1507483	16790	16060	15980	924	5608
chr8	17740070	17741299	51399	1444110	38203	38857	17695	14118	5598
chr8	18451326	18452099	371113	733310	382986	28662	28642	16193	20298
chr8	18609809	18610348	529596	575061	541469	4165	3008	14123	0
chr8	19091211	19092382	586407	93027	402893	105374	2614	5791	0
chr8	20362071	20363249	282547	71798	200176	37280	37327	997	15590
chr8	20722270	20723084	642746	133852	560375	67242	59739	0	3246
chr8	20865981	20866561	786457	40524	477456	32155	31186	10498	0
chr8	22346933	22347613	2782	74886	14969	15029	15009	7132	0
chr8	22680597	22681212	65652	1564	41308	41213	24624	4366	0
chr8	22754420	22754860	106902	301	18813	11736	11756	1269	0
chr8	23383837	23384748	81272	5118	956	1528	773	624	15662
chr8	23692062	23692586	389497	19016	151222	72990	21191	44	2080
chr8	23745405	23746587	442840	33671	144081	126333	28399	6165	7405
chr8	23755463	23756108	452898	43729	134560	136391	38457	9363	7177
chr8	24711527	24712315	562754	18462	171122	42813	10559	494	0
chr8	25007838	25008589	266480	38827	32892	19227	19207	15273	8495
chr8	25029380	25030532	244537	60369	10949	1416	1436	533	0
chr8	25073301	25074813	200256	104290	2866	16597	9578	443	0
chr8	25462775	25463667	97774	329909	144401	26745	2331	5526	5342
chr8	25723631	25724499	358630	69077	221952	179732	14770	2122	9395
chr8	25862521	25863142	314558	42237	83309	41089	39874	2076	20930
chr8	26078999	26079590	98110	94929	36118	69326	6308	1322	25626
chr8	26101954	26102933	74767	117884	12775	45983	394	324	2283
chr8	26413213	26414169	27266	106775	14942	21087	14707	3611	1011
chr8	29523764	29525175	320926	715926	488	23980	860	11	0
chr8	29900593	29901484	14906	339617	7333	7154	6452	4619	29974
chr8	30547133	30547821	0	186983	30667	92	31269	7052	3213
chr8	30764950	30765342	114263	404800	3772	94486	4454	620	7815
chr8	30817697	30818208	101198	457547	47203	72908	5848	595	40173
chr8	31469881	31470204	431390	935095	576650	139268	26394	7320	7972
chr8	32868982	32869853	358870	463565	82540	38098	37818	2723	12529
chr8	33175759	33177587	51136	279722	151430	40834	14709	328	0
chr8	33237325	33237883	8066	219426	91134	18756	18748	2740	14979
chr8	33775731	33776593	357757	317763	318308	50834	50590	1269	0
chr8	34542017	34542823	1124043	1084049	1084594	660782	76820	34	0
chr8	34645692	34646739	1227718	1187724	1188269	764457	25901	3529	1571
chr8	35104789	35106834	1686815	1646821	1647366	1029082	11391	291	0
chr8	35128575	35129336	1710601	1670607	1671152	1006580	35177	548	8949
chr8	36135284	36137048	1460703	1272312	865097	0	93172	16893	1776
chr8	37007400	37008147	589604	401213	5008	4776	2669	1413	0
chr8	37174424	37175350	422401	234010	172032	83866	10574	4524	0
chr8	37533290	37533801	63950	18032	18936	19315	18178	4363	11389
chr8	37930884	37933364	11375	274913	14707	29592	14672	5958	0
chr8	38203621	38204067	4953	547650	13078	35749	8897	859	0
chr8	38736765	38737747	26425	1080794	19628	20089	20109	7072	10797
chr8	39230792	39231314	313776	678737	370160	180768	15450	4909	11448
chr8	39242681	39243956	325665	666095	382049	192657	27339	16798	23337
chr8	41415489	41416399	16233	119767	18591	12605	8441	1402	13692
chr8	43092528	43097300	36528	4843	4850	11896	4376	0	0
chr8	43760012	43762133	704012	657733	627461	623828	623828	15056	35817
chr8	43770503	43773102	714503	668224	637952	634319	634319	4087	46308
chr8	43778870	43779889	722870	676591	646319	642686	642686	1387	54675
chr8	43783716	43787199	727716	681437	651165	647532	647532	6233	50654
chr8	43792689	43795160	736689	690410	660138	656505	656505	15206	42693
chr8	43797079	43797950	741079	694800	664528	660895	660895	19596	39903
chr8	43798618	43799324	742618	696339	666067	662434	662434	21135	38529
chr8	43803766	43806833	747766	701487	671215	667582	667582	26283	31020
chr8	43812227	43812878	756227	709948	679676	676043	676043	34744	24975
chr8	43820405	43828632	764405	718126	687854	684221	684221	42922	9221
chr8	43828776	43830576	772776	726497	696225	692592	692592	51293	7277
chr8	43830581	43838707	774581	728302	698030	694397	694397	53098	0
chr8	46838988	46845861	1346589	1253476	983375	983575	683115	55842	136745
chr8	46847996	46857743	1334707	1241594	971493	971693	671233	43960	124863
chr8	46861402	46862113	1330337	1237224	967123	967323	666863	39590	120493
chr8	46867027	46869684	1322766	1229653	959552	959752	659292	32019	112922
chr8	46872044	46874892	1317558	1224445	954344	954544	654084	26811	107714
chr8	46880977	46881707	1310743	1217630	947529	947729	647269	19996	100899
chr8	46885985	46886599	1305851	1212738	942637	942837	642377	15104	96007
chr8	46897915	46899831	1292619	1199506	929405	929605	629145	1872	82775
chr8	46904242	46905101	1287349	1194236	924135	924335	623875	592	77505
chr8	46906311	46906915	1285535	1192422	922321	922521	622061	2661	75691
chr8	47900167	47901346	291104	197991	69860	13430	13410	665	1143
chr8	50329851	50330413	1364348	840607	899490	437907	5411	2289	0
chr8	50419722	50420405	1454219	930478	989361	527778	74496	15194	5080
chr8	50448856	50449667	1483353	959612	1018495	556912	45234	10445	10459
chr8	51293972	51294799	1447000	1738563	1488475	16057	16045	15983	496
chr8	51647106	51647837	1093962	1385525	1135437	336102	27623	2736	1643
chr8	51876772	51877605	864194	1155757	905669	487571	83019	4035	7131
chr8	52512036	52513823	227976	519539	269451	16733	16773	7075	8662
chr8	52819439	52819775	77466	213587	4710	7655	4555	5615	17924
chr8	54266982	54268163	368003	103028	301536	108594	9933	330	447
chr8	54859543	54862051	5953	68270	1334	1879	1719	1582	1287
chr8	55407112	55407509	343281	7038	328198	13476	13507	16118	43877
chr8	55412650	55413435	348819	12576	333736	7550	7581	16388	37951
chr8	56666779	56667823	4536	356689	16098	17753	18093	2112	8962
chr8	57615302	57616199	260004	164158	142285	144618	3332	953	12106
chr8	57732088	57732748	143455	103642	171843	94699	5942	9	7821
chr8	57758078	57758736	117467	77654	145855	68711	31932	14372	33811
chr8	58294556	58295438	394399	67931	37896	38018	15998	4969	0
chr8	58352120	58353016	451963	67307	18591	8951	18516	15530	2601
chr8	58434947	58436739	509916	9366	101418	3103	3103	1607	0
chr8	59213755	59214544	142391	216064	7732	7792	7852	9245	2692
chr8	59469261	59470232	15927	38535	1781	3417	2617	3249	463
chr8	59862248	59862902	6207	431522	18766	18651	1634	11905	4709
chr8	60564598	60565621	554599	640161	376536	8074	8034	1019	1955
chr8	60651358	60651726	641359	554056	463296	59724	16430	5014	20318
chr8	60929178	60929955	508841	275827	263320	9141	9181	12724	8645
chr8	63123336	63125634	964132	36449	495688	222205	35813	17516	1765
chr8	63149073	63149737	940029	12346	521425	198102	11710	4807	9706
chr8	63257650	63258436	831330	95449	630002	89403	89269	30964	6521
chr8	63327387	63328515	761251	165186	621642	19324	19190	5160	47717
chr8	63782505	63783351	306415	216685	166806	139565	2261	2645	3488
chr8	64036038	64037005	52761	35850	42548	12176	12194	6097	29825
chr8	64641562	64641958	522649	641374	557438	337398	22036	5895	4542
chr8	64777596	64778154	658683	555438	693472	473432	47412	25775	0
chr8	64841201	64841999	722288	491593	645861	450571	111017	10177	0
chr8	64910143	64911099	791230	422493	576761	381471	170170	123	0
chr8	65144823	65145865	1025910	187727	341995	146705	29331	567	15839
chr8	65410035	65410618	1106048	76325	77242	51878	8438	5937	15065
chr8	67404482	67405193	141582	250583	42370	3598	3558	1545	13764
chr8	68315137	68316372	66190	439779	57982	9333	3961	16420	1517
chr8	68493528	68495053	244581	367840	19799	44423	0	2943	3602
chr8	68497304	68498756	248357	364137	16096	40720	1063	6719	7378
chr8	69818312	69819263	770583	585355	644856	634433	21577	34965	48169
chr8	70142664	70143324	446522	261294	445030	310372	261440	4579	6004
chr8	70160140	70160882	428964	243736	427472	292814	243882	4924	6151
chr8	71658241	71658950	89009	579937	76438	257	257	216	4592
chr8	72651858	72653109	101083	54864	87267	103047	34053	4742	2106
chr8	73790603	73791829	135144	75108	128793	69747	54787	3271	72128
chr8	73949017	73950378	1736	233522	23821	27893	23953	12867	18495
chr8	74599210	74600031	35591	424689	57490	21233	21225	13648	1619
chr8	75335051	75335808	441308	89457	71339	72327	30508	575	4050
chr8	75503320	75504317	609577	257726	239608	240596	20439	11619	28656
chr8	76092486	76093215	1198743	846892	223669	76421	76441	4891	49114
chr8	77092273	77092903	791891	1846679	219776	187293	46947	2394	11065
chr8	77283621	77284123	600671	2038027	28556	3277	3297	2750	3848
chr8	77356204	77356998	527796	2110610	43219	10078	10078	1700	0
chr8	77477198	77478084	406710	2231604	29301	15072	15052	2200	1623
chr8	78255252	78256290	363257	2266676	341042	151788	34728	633	19760
chr8	78355405	78355939	463410	2167027	441195	251941	2539	13927	3706
chr8	78500544	78501244	608549	2021722	586334	397080	17392	3613	2869
chr8	79435876	79436732	180890	1086234	6234	7292	7272	7270	19237
chr8	79599482	79600403	17219	922563	20264	6733	6773	1942	5230
chr8	80984597	80985081	19026	180002	27015	27589	2995	4899	1199
chr8	82596326	82597998	635	262530	0	518	498	461	6537
chr8	83463419	83464594	837128	1129623	708301	292915	109387	3173	42227
chr8	83735974	83736963	1109683	1402178	980856	565470	0	15903	18324
chr8	83879309	83879918	1253018	1545513	979962	708805	17742	12898	0
chr8	84000800	84001589	1374509	1667004	858291	830296	25578	33283	2330
chr8	84569809	84570671	1555724	2236013	289209	289585	35804	1634	0
chr8	84667886	84668896	1457499	2334090	190984	191360	11080	386	1031
chr8	86098716	86099287	27108	3239126	249	8612	3069	1254	30021
chr8	86256135	86256874	127584	3081539	97452	46244	0	804	2277
chr8	86558967	86561987	430416	2776426	182213	11339	10455	16023	25643
chr8	86562364	86576368	433813	2762045	185610	0	0	19420	11262
chr8	86738832	86739474	610281	2598939	362078	165358	165358	126168	25230
chr8	86741720	86742851	613169	2595562	364966	168246	168246	122791	28118
chr8	86745033	86745377	616482	2593036	368279	171559	171559	120265	31431
chr8	86754749	86761219	626198	2577194	377995	181275	181275	104423	41147
chr8	86762968	86764387	624460	2574026	386214	189494	189494	101255	49366
chr8	86764819	86765676	623171	2572737	388065	191345	191345	99966	51217
chr8	86766088	86768170	620677	2570243	389334	192614	192614	97472	52486
chr8	86768514	86769311	619536	2569102	391760	195040	195040	96331	54912
chr8	86769472	86776174	612673	2562239	392718	195998	195998	89468	55870
chr8	86776623	86778239	610608	2560174	399869	203149	203149	87403	63021
chr8	86779124	86779815	609032	2558598	402370	205650	205650	85827	65522
chr8	86780565	86781113	607734	2557300	403811	207091	207091	84529	66963
chr8	86781707	86790438	598409	2547975	404953	208233	208233	75204	68105
chr8	86790916	86791825	597022	2546588	414162	217442	217442	73817	77314
chr8	86793556	86794212	594635	2544201	416802	220082	220082	71430	79954
chr8	86795961	86807581	581266	2530832	419207	222487	222487	58061	82359
chr8	86808151	86809691	579156	2528722	431397	234677	234677	55951	94549
chr8	86809918	86817936	570911	2520477	433164	236444	227600	47706	93129
chr8	86818234	86819732	569115	2518681	441480	244760	225804	45910	91333
chr8	86820213	86821266	567581	2517147	443459	246739	224270	44376	89799
chr8	86821455	86822531	566316	2515882	444701	247981	223005	43111	88534
chr8	86830932	86840875	547972	2497538	454178	257458	204661	24767	70190
chr8	87173729	87175353	213494	2163060	178762	179303	36165	13282	14021
chr8	87299593	87300147	88700	2038266	53968	54509	5237	43041	17522
chr8	87442916	87443702	614	1894711	75998	77194	51374	4245	30290
chr8	87831243	87832047	258851	1506366	69017	302904	51336	1509	0
chr8	88099270	88100088	526878	1238325	197989	200037	96070	5848	4344
chr8	88148550	88149618	576158	1188795	247269	150507	46540	24044	6536
chr8	88470852	88471331	898460	867082	569571	170579	241	2134	12692
chr8	88593768	88594615	1021376	743798	692487	293495	122048	0	8230
chr8	89306356	89306911	1490154	31502	1405075	1006083	32786	1348	4836
chr8	89817509	89818357	978708	478958	922589	597703	20568	732	0
chr8	89879756	89880497	916568	541205	860449	535563	82815	16921	24320
chr8	90095893	90096823	700242	757342	644123	319237	22129	35	17344
chr8	90467445	90468739	328326	1128894	272207	51237	47582	7155	23262
chr8	90765575	90766416	30649	1427024	2342	3140	3500	3795	3269
chr8	91006298	91007457	14835	1667747	5720	5639	5659	388	2992
chr8	91153461	91154187	110969	1814910	138268	44449	42495	610	57550
chr8	91966812	91967377	48960	1696833	29435	77019	6088	3914	25380
chr8	92344258	92344870	216102	1319340	260580	261754	95241	11027	38319
chr8	92390335	92390899	262179	1273311	306657	307831	61637	2837	264
chr8	92846347	92847518	718191	816692	762669	437278	32320	1380	11987
chr8	94656247	94657192	82567	38385	54906	55444	37922	1551	25985
chr8	94820238	94820885	71829	171098	52306	4374	4394	333	0
chr8	95607683	95608161	53273	44571	40548	21139	17060	1778	0
chr8	96626161	96626738	458935	174249	343402	50925	13538	551	15523
chr8	96642508	96643365	475282	190596	359749	67272	2084	2018	0
chr8	97808154	97808607	457238	283584	149919	65149	24482	1935	5537
chr8	98135033	98135674	534845	42658	153511	154112	21543	861	22662
chr8	98599425	98600071	70448	48261	2977	2587	1961	1974	10720
chr8	98999943	99000418	46357	14649	54605	57318	57318	7481	25714
chr8	99261665	99262197	32260	82759	42862	4054	4221	2079	0
chr8	100509153	100509779	13041	1151631	1231	1637	1077	2066	38438
chr8	100922567	100923140	21372	738270	16161	16563	16603	8261	0
chr8	101063461	101064755	125389	596655	90741	91541	91521	9993	0
chr8	101127163	101127953	62191	533457	27543	28343	28323	10249	57301
chr8	101781202	101782090	48046	119615	45688	6358	6358	6506	0
chr8	102816366	102817130	27420	221481	12281	10302	4961	6203	0
chr8	103062811	103063285	7979	467926	71725	5287	5307	3731	0
chr8	103643712	103644540	17725	508904	20260	21676	13688	1392	1838
chr8	103685328	103686216	21259	467228	10577	16884	9924	4577	7935
chr8	104302928	104303688	101842	44105	6809	7348	7348	6602	14180
chr8	105112810	105113694	655633	389489	176707	74162	28802	333	18837
chr8	105558986	105561024	1101809	55560	38486	37044	14181	10989	14963
chr8	106070980	106071848	1613803	567554	468875	393276	6031	6738	9605
chr8	106392583	106393443	1325902	889157	790478	714879	14313	10718	9431
chr8	106888981	106890619	828726	1385555	391256	261115	54945	9944	15886
chr8	106891313	106892302	827043	1387887	389573	259432	57277	12276	15560
chr8	106894818	106895679	823666	1391392	386196	256055	60782	15781	12183
chr8	107238757	107239379	479966	1735331	42496	42917	42917	4733	17144
chr8	107706294	107707404	11941	2202868	25426	30872	23850	7306	13052
chr8	107906234	107906966	186711	2402808	146697	29311	29270	10063	5214
chr8	108311315	108312471	591792	2807889	196759	374890	29074	1962	29177
chr8	108555054	108555656	656019	3051628	8846	236480	8963	10233	260
chr8	108563358	108564149	647526	3059932	17150	227987	13161	3867	320
chr8	109497501	109498122	20814	3994075	16212	41657	16417	1764	14968
chr8	110394890	110395957	37997	4053017	47291	35486	20864	4048	5829
chr8	110495409	110495950	48073	3953024	38940	41466	31945	98	11851
chr8	111129957	111130588	550663	3318386	142875	60384	42904	20367	13174
chr8	111779943	111780990	1200649	2667984	792861	165486	33518	864	12475
chr8	111900049	111900906	1320755	2548068	912967	45570	29899	14475	10204
chr8	111945559	111946267	1366265	2502707	958477	209	609	6250	14
chr8	112219748	112220520	1640454	2228454	1232666	82896	82896	1657	0
chr8	114675451	114676339	2979495	226353	1521030	634437	21117	11251	0
chr8	114742002	114742753	2913081	292904	1454616	568023	29338	9417	9074
chr8	115133796	115134467	2521367	684698	1062902	176309	87847	21570	14264
chr8	115344093	115344442	2311392	894995	852927	33169	32949	265	2193
chr8	115556184	115557237	2098597	1107086	640132	245260	25520	4535	21975
chr8	116547087	116548270	1107564	2092377	132131	82543	32055	1657	51715
chr8	117216896	117217738	438096	1422909	242607	242536	93361	2417	11266
chr8	118109463	118110526	235834	530121	158764	52247	2199	5906	7000
chr8	120509978	120511576	257512	69744	139371	139580	10400	814	0
chr8	120666166	120666866	102222	225932	14090	5342	5282	7249	3072
chr8	121131009	121131717	267275	5755	243832	4159	4219	4079	3354
chr8	121230051	121230785	178815	91785	225137	75828	75792	2937	1486
chr8	121931014	121933066	521300	11650	106589	35853	18320	3918	6084
chr8	121955809	121956538	546095	36445	131384	12381	4275	4206	1013
chr8	122212932	122213300	803218	293568	388507	243865	23190	19995	9370
chr8	122440802	122441347	1031088	212483	616377	213249	13551	679	9623
chr8	122451164	122451752	1041450	202078	626739	202844	3146	2615	0
chr8	123603774	123604463	191751	161351	141349	19018	18990	3083	16273
chr8	124001702	124002811	15492	235737	18742	47045	18738	778	0
chr8	124867892	124868663	45030	29349	84315	38330	27368	11228	6225
chr8	125314026	125315213	150729	63954	67918	69743	102	2628	0
chr8	125758049	125758551	192378	3950	17342	11265	5365	437	0
chr8	126490012	126490498	40332	332571	42495	34907	27578	556	1891
chr8	126902730	126903445	453050	79421	191625	20767	10231	9456	38768
chr8	128151893	128152488	598010	606111	69999	38373	2049	281	77859
chr8	129375153	129375811	261030	8520	48503	23889	2865	2825	8425
chr8	130497563	130498245	353773	222190	59945	60971	45219	1947	14228
chr8	130507535	130510133	341885	210302	48057	49083	37983	1961	2340
chr8	131508422	131509246	141264	170773	51807	75718	6230	6693	4198
chr8	132227904	132229126	726538	159272	405338	412690	33330	5489	4541
chr8	132242679	132243503	712161	174047	420113	427465	18953	7770	115
chr8	132565991	132566530	389134	479317	336520	261706	47371	23201	3607
chr8	134225759	134226653	375558	6383	81572	60335	435	1641	8641
chr8	134552734	134553674	702533	1245	28614	8410	8450	0	0
chr8	134955545	134956097	526696	27459	370490	56981	23581	522	1241
chr8	137431712	137432442	1611054	962948	961156	2226	2194	1925	0
chr8	137458851	137459225	1638193	990087	988295	22747	653	3543	26710
chr8	137605865	137606363	1785207	1137101	1135309	98641	13493	3381	0
chr8	137838321	137838893	2017663	1369557	1367765	111713	32185	2043	19379
chr8	138003442	138004809	2182784	1534678	1532886	276834	2418	5192	0
chr8	138074585	138075730	2253927	1605821	1604029	217227	73561	5038	12174
chr8	138149588	138151020	2328930	1631084	1679032	141937	57252	18255	35442
chr8	138247728	138250647	2427070	1531457	1777172	42310	39308	26390	0
chr8	139078146	139078897	1818804	703207	1639026	96259	15119	1686	0
chr8	139218539	139218911	1678790	563193	1499012	43235	17490	799	0
chr8	139546331	139547043	1350658	235061	1170880	192693	8833	415	0
chr8	140699375	140700287	197414	13473	17636	11119	16109	147	0
chr8	141605688	141606262	7153	418438	371	814	774	2649	0
chr8	141632438	141633184	2832	391516	10238	13032	10552	10842	0
chr8	142723750	142724361	282388	38964	294625	12883	12835	10413	27587
chr8	143036654	143037551	595292	20608	445895	242005	12150	234	2424
chr8	143336751	143337988	400499	122651	145458	57047	47555	6204	7780
chr8	144018254	144018881	83222	14702	80145	24297	47015	431	52013
chr8	144404455	144405842	25839	78484	10656	11054	8334	7167	0
chr8	144830386	144832060	40140	8795	7613	36198	6182	4434	12058
chr8	145781667	145782078	34698	82162	26650	27183	26718	6215	1817
chr9	10000	11517	268025	559603	102246	167581	0	197105	91084
chr9	104976	105669	173873	465451	8094	73429	8067	102953	0
chr9	399854	401041	0	170079	67973	69135	22717	1977	41069
chr9	1104847	1105500	640181	13253	56343	54422	52683	2699	48365
