Chr	Start	End	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chr6	156028496	156029390	396767	140484	265592	78788	404	359	17237
chr6	157731427	157733235	1565	35703	10492	11261	2601	2600	0
chr6	157733685	157734390	410	34548	9337	10106	1446	1445	0
chr6	158247606	158248981	41825	100689	1615	25682	2442	2549	2756
chr6	158590105	158591060	22276	443188	0	641	621	5592	4727
chr6	159184277	159185066	0	357235	39209	45613	2313	0	787
chr6	159704037	159704919	241363	42354	112922	155709	65173	7217	12959
chr6	160073730	160074583	35576	65175	37873	1053	1073	1033	1172
chr6	160084213	160084779	25380	75658	27677	8429	8409	712	2821
chr6	160348393	160349785	63243	40427	39633	2491	1191	1333	1690
chr6	160589796	160591030	45994	160355	186053	30150	30182	362	52951
chr6	162167586	162167976	486381	296197	471906	202310	4127	1870	0
chr6	162294773	162296475	613568	423384	599093	329497	38080	4621	2648
chr6	162321271	162322053	640066	449882	625591	355995	48751	12939	0
chr6	163426576	163427482	451446	1555187	277355	41004	3922	2619	4435
chr6	165344147	165346042	1223822	896998	70382	2823	2843	2044	7812
chr6	166435509	166436904	132960	54855	141852	65132	3337	1914	23722
chr6	166443928	166444987	124877	46772	133769	57049	3539	1181	32141
chr6	166700925	166702900	29468	152865	17107	381	381	2662	8090
chr6	169771836	169773013	260505	472712	281572	158552	212	17425	18705
chr6	170460947	170461764	162275	139962	56693	18732	18823	1519	0
chr6	170922987	170923681	31751	319270	28325	29163	29183	29459	171008
chr7	23996	24475	513932	56342	124119	119477	119641	16198	135231
chr7	944730	946116	92	287883	2478	2460	500	1352	5594
chr7	1175273	1176438	487	57561	0	1498	1478	327	1040
chr7	1311706	1313029	106535	12323	95485	46342	17067	8843	15886
chr7	4178785	4179618	571634	712708	473142	470991	125101	2286	0
chr7	4446685	4448121	303131	980608	204639	202488	91815	0	0
chr7	5566569	5569322	0	86578	0	114	0	16	1908
chr7	5899816	5900678	81916	419825	36382	37052	3432	3407	8965
chr7	7717944	7719578	71035	248413	36341	1692	1492	1577	31363
chr7	9055103	9055952	928121	578432	627532	375499	25255	13781	0
chr7	9801242	9805341	1166401	1324571	1172966	941210	0	21202	446
chr7	11219170	11220573	105807	75687	204322	134843	8286	1026	9456
chr7	13409746	13411316	2296383	1538408	312246	505767	88639	15487	2996
chr7	13719528	13720382	2606165	1848190	309571	539243	36118	4936	0
chr7	14606513	14607411	2744183	2043799	188906	346740	146645	636	11925
chr7	15568906	15571488	1780106	1079722	558222	1088188	91933	21215	8489
chr7	16418559	16419319	932275	231891	41093	240357	20891	3378	21349
chr7	19864981	19865758	126705	51931	116227	44009	15719	6225	39507
chr7	20317073	20319877	85764	216085	6471	3739	3919	725	1655
chr7	23849950	23850798	104811	128169	128903	130166	361	403	18463
chr7	24470020	24470740	264886	146405	27945	45508	24896	10317	0
chr7	25641280	25642095	478826	11489	104544	62221	32516	4390	0
chr7	26234723	26235701	0	184811	0	4195	1495	1973	14275
chr7	26323124	26324140	62254	112545	6832	7276	4440	592	0
chr7	29684452	29685283	272935	18710	39122	310497	3855	3638	59992
chr7	30432091	30432950	30885	247616	43742	41206	19866	3103	0
chr7	31426262	31427197	750652	27892	614197	55931	49792	3700	8260
chr7	32618717	32619458	0	217403	82047	59078	11218	8915	0
chr7	34554290	34556033	1119202	610016	507201	475803	28303	3528	19632
chr7	34830031	34831140	844095	467568	232094	200696	32056	395	0
chr7	35350367	35351932	323303	49051	272375	225204	52533	2885	3862
chr7	38163876	38164581	85548	63987	46706	17795	16492	2430	8381
chr7	38752803	38753446	7854	30714	194289	112639	41019	0	11787
chr7	39054711	39056098	116794	332622	105847	105847	38867	639	9540
chr7	43043893	43044542	66775	149713	58159	0	0	552	0
chr7	44082382	44083193	3744	59266	381	963	983	1718	0
chr7	44101515	44108353	0	34106	5574	2591	2511	0	0
chr7	47150922	47152142	327064	1688	141488	95839	22298	6812	2963
chr7	50020481	50022211	337048	94628	86379	40487	2652	3620	13157
chr7	50149808	50150876	208383	223955	16852	31167	8642	0	0
chr7	50164556	50165250	194009	238703	31600	16793	3432	2557	0
chr7	51430023	51430466	916814	179340	911259	199359	4190	3135	16874
chr7	52226290	52227124	1713081	975607	1707526	995626	70326	2407	2533
chr7	52632051	52632950	2118842	1381368	2113287	1401387	826	25409	0
chr7	54462813	54465538	350962	3212130	359666	361398	12224	17959	20186
chr7	56274715	56276587	102738	5024032	99946	99904	20873	20202	13702
chr7	56437411	56443205	265434	5186728	262642	262600	72531	88229	2342
chr7	56825492	56826113	653515	5574809	650723	498293	37290	45664	25704
chr7	57235575	57236233	1063598	5984892	1060806	88173	9864	117401	0
chr7	57238481	57239885	1066504	5987798	1063712	84521	6212	113749	1894
chr7	57241619	57242290	1069642	5990936	1066850	82116	3807	111344	5032
chr7	57258836	57259474	1086859	6008153	1084067	64932	12591	94160	0
chr7	57261310	57263120	1089333	6010627	1086541	61286	15065	90514	0
chr7	57264086	57265537	1092109	6013403	1089317	58869	17841	88097	0
chr7	57503813	57506292	1331836	6253130	1329044	73822	106657	6014	0
chr7	57545832	57556887	1373855	6295149	1371063	115841	56062	48033	158
chr7	57721152	57722025	1549175	6470469	1546383	291161	23154	101026	819
chr7	57939400	57940685	1767423	6407643	1764631	509409	194073	10461	766
chr7	57943642	57945204	1771665	6403124	1768873	513651	198315	14703	5008
chr7	57946582	57949513	1774605	6398815	1771813	516591	201255	17643	7948
chr7	57953401	57953966	1781424	6394362	1778632	523410	208074	24462	14767
chr7	57957807	57958996	1785830	6389332	1783038	527816	212480	28868	19173
chr7	57967695	57969991	1795718	6378337	1792926	537704	222368	31162	20070
chr7	57970483	57972366	1798506	6375962	1795714	540492	225156	28787	17695
chr7	57992026	57994441	1820049	6353887	1817257	562035	246699	6712	857
chr7	57994747	57998041	1822770	6350287	1819978	564756	249420	3112	3578
chr7	57998398	58000446	1826421	6347882	1823629	568407	253071	707	7229
chr7	58000875	58001401	1828898	6346927	1826106	570884	255548	0	9706
chr7	58013859	58015722	1841882	6332606	1839090	583868	268532	12412	9816
chr7	58020443	58021965	1848466	6326363	1845674	590452	275116	18996	3573
chr7	58037482	58038351	1865505	6309977	1862713	607491	292155	36035	6872
chr7	58052193	58053432	1880216	6294896	1877424	622202	306866	50746	21583
chr7	61079109	61080709	2716658	3267619	2305542	2305987	1395058	677470	0
chr7	61083224	61083949	2713418	3264379	2302302	2302747	1391818	674230	0
chr7	61087919	61088598	2708769	3259730	2297653	2298098	1387169	669581	1060
chr7	61115890	61116840	2680527	3231488	2269411	2269856	1358927	641339	22841
chr7	61123812	61126547	2670820	3221781	2259704	2260149	1349220	631632	30763
chr7	61139016	61144091	2653276	3204237	2242160	2242605	1331676	614088	45967
chr7	61153122	61160702	2636665	3187626	2225549	2225994	1315065	597477	60073
chr7	61164190	61166128	2631239	3182200	2220123	2220568	1309639	592051	71141
chr7	61171886	61175039	2622328	3173289	2211212	2211657	1300728	583140	78837
chr7	61178272	61181557	2615810	3166771	2204694	2205139	1294210	576622	85223
chr7	61186715	61188227	2609140	3160101	2198024	2198469	1287540	569952	93666
chr7	61203914	61204981	2592386	3143347	2181270	2181715	1270786	553198	84440
chr7	61206526	61210638	2586729	3137690	2175613	2176058	1265129	547541	78783
chr7	61211120	61213052	2584315	3135276	2173199	2173644	1262715	545127	76369
chr7	61214427	61216514	2580853	3131814	2169737	2170182	1259253	541665	72907
chr7	61223675	61226498	2570869	3121830	2159753	2160198	1249269	531681	62923
chr7	61253263	61256588	2540779	3091740	2129663	2130108	1219179	501591	32833
chr7	61258041	61259766	2537601	3088562	2126485	2126930	1216001	498413	29655
chr7	61267039	61267988	2529379	3080340	2118263	2118708	1207779	490191	21433
chr7	61366896	61367866	2429501	2980462	2018385	2018830	1107901	390313	8327
chr7	61381491	61383365	2414002	2964963	2002886	2003331	1092402	374814	4777
chr7	61384789	61385505	2411862	2962823	2000746	2001191	1090262	372674	8075
chr7	61393711	61394647	2402720	2953681	1991604	1992049	1081120	363532	0
chr7	61395572	61396781	2400586	2951547	1989470	1989915	1078986	361398	0
chr7	61585290	61585950	2211417	2762378	1800301	1800746	889817	172229	46327
chr7	61607729	61609313	2188054	2739015	1776938	1777383	866454	148866	38355
chr7	61610270	61611985	2185382	2736343	1774266	1774711	863782	146194	35683
chr7	61616924	61618682	2178685	2729646	1767569	1768014	857085	139497	28986
chr7	61619986	61622234	2175133	2726094	1764017	1764462	853533	135945	25434
chr7	61624545	61624965	2172402	2723363	1761286	1761731	850802	133214	22703
chr7	61635264	61636248	2161119	2712080	1750003	1750448	839519	121931	11420
chr7	61637463	61639824	2157543	2708504	1746427	1746872	835943	118355	7844
chr7	61640070	61641047	2156320	2707281	1745204	1745649	834720	117132	6621
chr7	61653108	61654180	2143187	2694148	1732071	1732516	821587	103999	0
chr7	61666086	61666750	2130617	2681578	1719501	1719946	809017	91429	9224
chr7	61732912	61734087	2063280	2614241	1652164	1652609	741680	24092	4304
chr7	61739119	61742062	2055305	2606266	1644189	1644634	733705	16117	0
chr7	61742386	61747728	2049639	2600600	1638523	1638968	728039	10451	0
chr7	61752679	61755240	2042127	2593088	1631011	1631456	720527	2939	5511
chr7	61755963	61757117	2040250	2591211	1629134	1629579	718650	1062	3634
chr7	61757455	61759309	2038058	2589019	1626942	1627387	716458	0	1442
chr7	61779527	61785387	2011980	2562941	1600864	1601309	690380	21054	8012
chr7	61785803	61792809	2004558	2555519	1593442	1593887	682958	27330	590
chr7	61793813	61796348	2001019	2551980	1589903	1590348	679419	35340	0
chr7	61796853	61800442	1996925	2547886	1585809	1586254	675325	38380	0
chr7	61814864	61815540	1981827	2532788	1570711	1571156	660227	38399	2359
chr7	61967195	61971330	1826037	2376998	1414921	1415366	504437	0	7056
chr7	61974145	61977318	1820049	2371010	1408933	1409378	498449	0	14006
chr7	61985877	61987129	1810238	2361199	1399122	1399567	488638	2810	10205
chr7	61988387	61991696	1805671	2356632	1394555	1395000	484071	5320	5638
chr7	61993282	61994208	1803159	2354120	1392043	1392488	481559	10215	3126
chr7	62000039	62001415	1795952	2346913	1384836	1385281	474352	16972	0
chr7	62002663	62003426	1793941	2344902	1382825	1383270	472341	19596	0
chr7	62005637	62006763	1790604	2341565	1379488	1379933	469004	22570	1502
chr7	62009516	62009916	1787451	2338412	1376335	1376780	465851	26449	5381
chr7	62015110	62015628	1781739	2332700	1370623	1371068	460139	28464	10975
chr7	62018538	62020066	1777301	2328262	1366185	1366630	455701	24026	14403
chr7	62031228	62031633	1765734	2316695	1354618	1355063	444134	12459	27093
chr7	62032931	62034217	1763150	2314111	1352034	1352479	441550	9875	28796
chr7	62665049	62665638	1131729	1682690	720613	721058	39348	19937	51767
chr7	63277512	63278343	519024	1069985	107908	108353	39254	108302	0
chr7	63565847	63567714	229653	780614	178423	0	0	806	0
chr7	63571964	63573158	224209	775170	184540	0	0	6923	4546
chr7	64686369	64689801	163991	337229	10466	44375	22755	4463	139719
chr7	64953878	64955100	90833	604738	18871	12894	12874	11307	221
chr7	67220444	67221116	413297	1674556	451922	452500	129880	15112	0
chr7	67784648	67785831	977501	1109841	1016126	3665	112399	5728	0
chr7	67872692	67874608	1065545	1021064	1104170	91709	125782	7591	678
chr7	68498308	68499298	1664924	396374	530777	53057	73933	13177	228
chr7	68797148	68797726	1366496	97946	232349	0	0	5217	0
chr7	68923696	68924755	1239467	27834	105320	24132	10559	13294	17939
chr7	69467924	69469544	694678	572062	112642	65473	1792	112	0
chr7	71081407	71082262	823408	786763	807014	116054	16394	3323	36404
chr7	71144940	71145573	886941	850296	870547	52743	46136	14619	0
chr7	71387258	71388045	888532	1092614	909846	21372	6872	150	5349
chr7	72419806	72420500	21353	615294	23065	24162	24162	2562	10086
chr7	72481910	72483032	83457	552762	5463	86266	86266	64666	0
chr7	73002493	73004855	13048	30939	8680	9409	0	187	6629
chr7	73608251	73608975	0	139016	12182	12025	12021	0	0
chr7	73638156	73638650	0	168921	8278	12572	6072	1134	0
chr7	74703554	74704346	219825	747287	213455	194600	163798	213773	177188
chr7	74711428	74712153	227699	739480	221329	202474	155991	221647	169381
chr7	74925571	74926640	123582	524993	144485	145516	57279	231010	10105
chr7	74953864	74954527	95695	497106	116598	117629	85572	203123	10367
chr7	74973577	74974545	75677	477088	96580	97611	74097	183105	3206
chr7	75045729	75048541	1681	403092	22584	23615	101	109109	0
chr7	76529533	76530141	393945	616163	221040	221515	37529	211956	51898
chr7	76626013	76628575	314864	712643	122606	123081	0	113522	37216
chr7	76679798	76680621	262818	766428	70560	71035	51470	61476	0
chr7	78778135	78778529	1293334	1104400	377412	318953	11001	895	202
chr7	79253067	79256203	1768266	1579332	508020	793885	171368	13285	0
chr7	80011224	80011782	2526423	2062084	246260	255934	46073	1406	0
chr7	80312035	80313111	2827234	1760755	234999	44171	1249	1089	21154
chr7	82259507	82260231	4534023	185523	186664	245983	62493	1658	1116
chr7	83715627	83716175	3078079	1641643	107979	1099925	37451	2310	0
chr7	84053481	84055165	2739089	1979497	228899	760935	21131	5177	7324
chr7	85089213	85090176	1704078	1181629	273123	93479	10880	3459	4369
chr7	86178234	86179064	615190	92741	508967	48673	48712	7814	4848
chr7	87255118	87256290	177197	801762	564	1246	1266	506	3671
chr7	89587900	89589002	396240	252680	194792	194634	118889	6382	30060
chr7	91385663	91386537	117920	217544	122524	122959	44253	16050	12131
chr7	93588054	93588846	38548	94079	21091	44770	682	6026	14697
chr7	93822885	93823856	192647	87809	105791	22441	14988	4932	4863
chr7	94468659	94469170	838421	507820	180103	180775	67436	20928	46025
chr7	94810479	94811291	952940	591588	148607	214385	22945	1645	39743
chr7	97208171	97209467	271650	160799	291414	43458	42981	4537	6733
chr7	98408649	98409289	72298	41448	57863	8125	8665	724	4984
chr7	98990519	98991296	0	129104	11339	11723	0	1852	43769
chr7	98992118	98995628	0	130703	8609	10788	1314	0	39654
chr7	98996149	98997685	0	134734	6552	8731	5345	0	37597
chr7	99193762	99195555	20677	123610	18135	18881	15798	4098	21114
chr7	100162573	100163504	0	82743	4180	20372	769	769	5620
chr7	100166108	100166970	1050	79277	714	16906	146	10	2154
chr7	100177425	100179375	0	66872	1413	4501	1656	4901	4684
chr7	100277058	100278968	0	30671	2734	3314	3314	1600	1627
chr7	100482950	100483635	0	10122	2238	1681	1701	332	0
chr7	100737730	100738249	3282	51036	7468	8966	5267	0	0
chr7	102203051	102203831	88587	754337	49715	9253	8911	82287	37489
chr7	104464528	104465599	161314	15920	70206	58638	32573	3362	458
chr7	104473338	104473867	153046	14784	61938	50370	24305	4083	9268
chr7	104727127	104727831	300	238350	66300	31905	11865	2941	30443
chr7	105548720	105549437	179868	18342	31111	16159	15961	18907	0
chr7	107319942	107321202	58423	9518	17449	40618	8838	5087	487
chr7	109066575	109067979	846264	1424087	854030	685570	24259	1318	11333
chr7	109087302	109088544	866991	1444814	874757	665005	3694	7709	0
chr7	109464146	109464851	1243835	1821658	1251601	288698	63472	671	5689
chr7	109539283	109540066	1318972	1896795	1237918	213483	107466	1460	12272
chr7	110041613	110043001	1821302	2112382	734983	287916	14	21306	0
chr7	110212095	110212568	1741714	1942815	565416	346688	17403	1228	22777
chr7	110656195	110657329	1296953	1498054	120655	2551	2571	17969	13844
chr7	112435972	112438488	17658	280438	5072	5428	5448	5470	0
chr7	112858409	112859052	281814	131143	99125	99645	75785	4493	13587
chr7	113931702	113932310	650669	1204436	204741	176782	4953	2888	15650
chr7	119617887	119618755	446907	1010842	293637	8479	18061	4274	7307
chr7	120318411	120318910	118371	310687	45820	149786	46546	3611	21983
chr7	120439310	120440190	18	189407	37879	28506	6026	5854	29398
chr7	121289438	121290346	270865	319002	207865	101654	40314	5250	5828
chr7	121380418	121381021	336689	409982	132106	160088	50713	11113	0
chr7	121663330	121664287	53423	277963	118772	28086	10017	3770	22968
chr7	122181566	122182368	463615	226432	342763	87308	2248	1778	2245
chr7	122285119	122285996	567168	329985	239135	15295	15521	1967	3235
chr7	122372518	122373128	654567	417384	152003	102694	6569	56	3176
chr7	122852347	122854500	328833	897213	318533	21733	16276	3120	3326
chr7	134101512	134102141	24022	5367	15574	15155	15115	373	1584
chr7	134849861	134850904	0	374731	2184	4612	3012	572	0
chr7	134851219	134853911	0	376089	0	1605	5	0	0
chr7	135581344	135583076	31506	64083	66349	78200	22300	12107	2948
chr7	136266454	136267733	611647	749193	598783	175250	86250	8769	1399
chr7	136360681	136361232	705874	843420	693010	269477	18591	11405	624
chr7	136510241	136511014	855434	992980	842570	419037	42862	0	4018
chr7	136551947	136552993	897140	1034686	884276	460743	883	3187	5308
chr7	136837385	136838426	708408	1320124	619597	300590	31541	5845	30380
chr7	137156490	137157431	389403	1238701	300592	17326	7068	8110	5594
chr7	138306489	138307164	56210	88968	159406	13238	13205	551	14820
chr7	138391619	138392301	141340	3831	244536	18603	18618	18771	1022
chr7	141741506	141746148	257976	195880	65233	156542	65462	6299	0
chr7	141831968	141833285	348438	108743	155695	170234	462	8475	6688
chr7	144477472	144478613	1387166	341361	52705	39823	31323	0	4142
chr7	144716636	144717056	1626330	580525	183043	63908	16780	3125	131
chr7	144889477	144890707	1799171	753366	355884	236749	69738	4481	3879
chr7	145004122	145004875	1913816	868011	470529	351394	16441	11418	1303
chr7	146408169	146409593	2002734	1626072	1626972	709745	450	2108	11038
chr7	146417880	146419141	1993186	1616524	1617424	700197	10161	4598	20749
chr7	146780599	146782107	1630220	1253558	1254458	337231	85649	11113	0
chr7	146864974	146865401	1546926	1170264	1171164	253937	2355	4158	0
chr7	146970633	146971159	1441168	1064506	1065406	148179	7541	660	7266
chr7	148292033	148293057	119270	17006	92807	87589	10169	6027	777
chr7	148344471	148346177	66150	69444	48562	49299	49319	1045	7019
chr7	148640630	148642468	54851	365603	1304	1426	1446	1331	3341
chr7	150476851	150477528	34326	21833	39276	24130	24107	0	0
chr7	150606805	150607796	122671	3112	63640	10981	10981	2394	17230
chr7	151570986	151571916	226598	54761	357	34472	520	1469	673
chr7	151975821	151976209	26368	459596	56814	119577	16436	37307	3683
chr7	151979549	151979970	24523	463324	53053	123305	20164	33546	0
chr7	152107402	152108422	80936	591177	21480	22474	22494	0	18251
chr7	153182682	153183317	629121	1438006	723663	44338	44354	4678	1285
chr7	153202551	153203866	648990	1417457	743532	23789	23805	4100	0
chr7	153964304	153965031	770805	656292	694023	236049	32185	7357	36630
chr7	157274515	157275722	65130	404726	85320	94311	12714	3429	0
chr7	157449424	157450787	240039	579635	87406	269220	175	21399	0
chr7	157939609	157941797	480535	1069820	507424	464395	0	9053	0
chr7	157963472	157964132	458200	1093683	485089	442060	19230	8746	0
chr7	158512954	158515094	9465	1643165	14381	15270	15270	5483	0
chr8	140512	140949	261706	1562540	40566	38575	38667	15871	2809
chr8	927759	928563	248514	774926	245829	246355	88454	23949	0
chr8	1236500	1237093	482376	466396	457020	474223	39352	14438	985
chr8	1640463	1641644	77825	61845	52469	69672	42076	2350	3357
chr8	2172841	2173229	450869	468811	96634	96977	39107	1188	14565
chr8	3094906	3095528	389321	1390876	502860	108928	25543	13305	26031
chr8	3527932	3529062	822347	1823902	935886	541954	85168	17825	13354
chr8	3629640	3630338	924055	1925610	1037594	643662	186876	3097	2279
chr8	4283856	4284473	1578271	2426107	1691810	1039742	190514	2423	0
chr8	5969201	5973164	295450	737416	245457	290872	24432	5274	23297
chr8	6362437	6363688	972	346892	75436	55188	3647	0	27002
chr8	7341048	7342719	724837	421359	128180	128204	85484	127990	537375
chr8	7683807	7685387	489680	764118	399480	400055	85709	420028	428224
chr8	10768651	10770669	75881	36137	59952	15367	447	975	0
chr8	11145050	11146039	0	55116	1479	2966	2746	2328	4409
chr8	12064103	12064845	357583	218965	303788	11904	11904	59451	177574
chr8	12306708	12307324	274314	461570	300335	209632	12519	105249	135547
chr8	12417207	12418703	162935	572069	188956	98253	0	4340	24168
chr8	13076107	13077117	483857	1230969	85314	56914	26183	2523	7181
chr8	15210402	15211425	1878444	3365264	1801484	24591	24631	9152	6641
chr8	15959799	15960932	1128937	3224477	1051977	723635	16959	11584	16079
chr8	16040737	16041577	1048292	3143832	971332	804573	24140	42750	16995
chr8	16046386	16047645	1042224	3137764	965264	810222	18072	42450	22644
chr8	16564082	16565853	524016	2619556	447056	318603	16719	8995	1496
chr8	17676606	17677792	114906	1507617	16812	16082	16002	1058	5630
chr8	17740070	17741299	51399	1444110	38203	38857	17695	14118	5598
chr8	19091211	19092378	586411	93031	402897	105374	2618	5791	0
chr8	20362071	20363249	282547	71798	200176	37280	37327	997	15590
chr8	23745405	23746587	442840	33671	144081	126333	28399	6165	7405
chr8	23755463	23756108	452898	43729	134560	136391	38457	9363	7177
chr8	23881111	23881603	578546	35486	9065	220970	8833	9215	0
chr8	25029380	25030532	244537	60369	10949	1416	1436	533	0
chr8	25073379	25074813	200256	104368	2866	16675	9578	521	0
chr8	25462775	25463667	97774	329909	144401	26745	2331	5526	5342
chr8	26101954	26102933	74767	117884	12775	45983	394	324	2283
chr8	27314936	27315927	0	22235	32248	3675	20589	1265	1953
chr8	28920389	28921057	565	439273	162786	63442	1282	0	38252
chr8	29523764	29525175	320926	715926	488	23980	860	11	0
chr8	30547133	30547808	0	186983	30667	105	31269	7052	3213
chr8	30817697	30818208	101198	457547	47203	72908	5848	595	40173
chr8	32073562	32074198	1035071	331101	332313	332458	3585	1821	0
chr8	32868982	32869853	358870	463565	82540	38098	37818	2723	12529
chr8	33175759	33177587	51136	279722	151430	40834	14709	328	0
chr8	33237325	33237883	8066	219426	91134	18756	18748	2740	14979
chr8	33775783	33776593	357809	317815	318360	50886	50642	1321	0
chr8	34645692	34646679	1227718	1187724	1188269	764457	25901	3589	1631
chr8	35104789	35106834	1686815	1646821	1647366	1029082	11391	291	0
chr8	36135284	36137048	1460703	1272312	865097	0	93172	16893	1776
chr8	37930884	37933364	11375	274913	14707	29592	14672	5958	0
chr8	38736765	38737747	26425	1080794	19628	20089	20109	7072	10797
chr8	41415574	41416399	16318	119852	18591	12690	8441	1402	13777
chr8	43092528	43097300	36528	4843	4850	11896	4376	0	0
chr8	43760012	43762133	704012	657733	627461	623828	623828	15056	35817
chr8	43770503	43773102	714503	668224	637952	634319	634319	4087	46308
chr8	43778870	43779889	722870	676591	646319	642686	642686	1387	54675
chr8	43783742	43787199	727742	681463	651191	647558	647558	6259	50654
chr8	43792689	43795160	736689	690410	660138	656505	656505	15206	42693
chr8	43798633	43799324	742633	696354	666082	662449	662449	21150	38529
chr8	43820405	43828632	764405	718126	687854	684221	684221	42922	9221
chr8	43830581	43838707	774581	728302	698030	694397	694397	53098	0
chr8	46838988	46845861	1346589	1253476	983375	983575	683115	55842	136745
chr8	46847996	46857743	1334707	1241594	971493	971693	671233	43960	124863
chr8	46861402	46862113	1330337	1237224	967123	967323	666863	39590	120493
chr8	46864423	46865021	1327429	1234316	964215	964415	663955	36682	117585
chr8	46867027	46869684	1322766	1229653	959552	959752	659292	32019	112922
chr8	46872044	46874892	1317558	1224445	954344	954544	654084	26811	107714
chr8	46897915	46899831	1292619	1199506	929405	929605	629145	1872	82775
chr8	46906311	46906915	1285535	1192422	922321	922521	622061	2661	75691
chr8	47900167	47901346	291104	197991	69860	13430	13410	665	1143
chr8	50448856	50449667	1483353	959612	1018495	556912	45234	10445	10459
chr8	50680596	50680993	1715093	1191352	1250235	629863	108906	12112	8185
chr8	51293972	51294799	1447000	1738563	1488475	16057	16045	15983	496
chr8	52512036	52513823	227976	519539	269451	16733	16773	7075	8662
chr8	54859543	54862051	5953	68270	1334	1879	1719	1582	1287
chr8	56666779	56667823	4536	356689	16098	17753	18093	2112	8962
chr8	57758078	57758736	117467	77654	145855	68711	31932	14372	33811
chr8	58352120	58353016	451963	67307	18591	8951	18516	15530	2601
chr8	58434947	58436739	509916	9366	101418	3103	3103	1607	0
chr8	59469261	59470232	15927	38535	1781	3417	2617	3249	463
chr8	60564598	60565621	554599	640161	376536	8074	8034	1019	1955
chr8	63123383	63125634	964132	36449	495735	222205	35813	17563	1812
chr8	63782505	63783332	306434	216704	166825	139584	2261	2645	3507
chr8	64841201	64841941	722288	491651	645919	450629	111017	10177	0
chr8	64910143	64911099	791230	422493	576761	381471	170170	123	0
chr8	65144823	65145865	1025910	187727	341995	146705	29331	567	15839
chr8	65888902	65889571	627095	183973	112345	60258	57718	830	0
chr8	67404482	67405193	141582	250583	42370	3598	3558	1545	13764
chr8	68315137	68316372	66190	439779	57982	9333	3961	16420	1517
chr8	68493528	68495053	244581	367840	19799	44423	0	2943	3602
chr8	68497304	68498756	248357	364137	16096	40720	1063	6719	7378
chr8	68499744	68500401	250797	362492	14451	39075	0	9159	9818
chr8	69818312	69819263	770583	585355	644856	634433	21577	34965	48169
chr8	74061851	74062674	93671	346356	24280	18022	16894	1760	25258
chr8	75335051	75335808	441308	89457	71339	72327	30508	575	4050
chr8	75503320	75504317	609577	257726	239608	240596	20439	11619	28656
chr8	79435876	79436732	180890	1086234	6234	7292	7272	7270	19237
chr8	80944704	80945464	0	219619	1557	2120	2120	2105	24641
chr8	80946839	80948229	116	216854	3692	4255	4255	4240	21876
chr8	82596326	82597998	635	262530	0	518	498	461	6537
chr8	83463419	83464594	837128	1129623	708301	292915	109387	3173	42227
chr8	86559034	86561987	430483	2776426	182280	11339	10455	16090	25643
chr8	86562364	86576368	433813	2762045	185610	0	0	19420	11262
chr8	86769472	86776174	612673	2562239	392718	195998	195998	89468	55870
chr8	86776623	86778239	610608	2560174	399869	203149	203149	87403	63021
chr8	86781707	86790438	598409	2547975	404953	208233	208233	75204	68105
chr8	86795961	86807498	581349	2530915	419207	222487	222487	58144	82359
chr8	86809918	86817936	570911	2520477	433164	236444	227600	47706	93129
chr8	86831138	86840875	547972	2497538	454384	257664	204661	24767	70190
chr8	87442916	87443702	614	1894711	75998	77194	51374	4245	30290
chr8	87831243	87832047	258851	1506366	69017	302904	51336	1509	0
chr8	90467553	90468739	328326	1129002	272207	51345	47582	7155	23370
chr8	91006298	91007457	14835	1667747	5720	5639	5659	388	2992
chr8	96642489	96643659	475263	190577	359730	67253	2065	1999	0
chr8	101063461	101064755	125389	596655	90741	91541	91521	9993	0
chr8	101127163	101127953	62191	533457	27543	28343	28323	10249	57301
chr8	103643712	103644540	17725	508904	20260	21676	13688	1392	1838
chr8	105112810	105113649	655633	389534	176752	74207	28847	378	18837
chr8	106070980	106071848	1613803	567554	468875	393276	6031	6738	9605
chr8	106392583	106393443	1325902	889157	790478	714879	14313	10718	9431
chr8	106888981	106890619	828726	1385555	391256	261115	54945	9944	15886
chr8	106891313	106892302	827043	1387887	389573	259432	57277	12276	15560
chr8	108555054	108555656	656019	3051628	8846	236480	8963	10233	260
chr8	108563358	108564149	647526	3059932	17150	227987	13161	3867	320
chr8	110394890	110395957	37997	4053017	47291	35486	20864	4048	5829
chr8	111900049	111900906	1320755	2548068	912967	45570	29899	14475	10204
chr8	111945559	111946267	1366265	2502707	958477	209	609	6250	14
chr8	113923822	113924324	3344528	524650	2273045	1386452	169979	962	1986
chr8	117216896	117217695	438139	1422952	242650	242579	93361	2460	11266
chr8	120509978	120511546	257542	69744	139401	139610	10430	844	0
chr8	121131009	121131717	267275	5755	243832	4159	4219	4079	3354
chr8	121230051	121230785	178815	91785	225137	75828	75792	2937	1486
chr8	121931059	121933066	521345	11695	106634	35853	18320	3918	6084
chr8	122451164	122451752	1041450	202078	626739	202844	3146	2615	0
chr8	123603774	123604463	191751	161351	141349	19018	18990	3083	16273
chr8	124001702	124002811	15492	235737	18742	47045	18738	778	0
chr8	124867892	124868659	45030	29353	84315	38330	27368	11232	6229
chr8	125314026	125315213	150729	63954	67918	69743	102	2628	0
