Chr	Start	End	DSBType	Size	Sum_H3K36me3	Mean_H3K36me3	Sum_H3K27me3	Mean_H3K27me3	Sum_H3K4me3	Mean_H3K4me3	Sum_CTCF	Mean_CTCF	Sum_DNaseIHSS1	Mean_DNaseIHSS1	Sum_DNaseIHSS2	Mean_DNaseIHSS2	Distance_to_Origin	Distance_to_CTCF	Distance_to_DNaseIHSS1	Distance_to_DNaseIHSS2	Distance_to_H3K4me3	Distance_to_H3K27me3	Distance_to_H3K36me3
chrX	82804391	82805307	1	916	268.483	0.293103	237.785	0.25959	0	0	268.483	237.785	5.86571	0.00640361	32.7169	0.0357172	2256550	9161271	13267	84769	13727	0	2316
chrX	82853779	82854356	1	577	211.476	0.366509	0	0	110.951	0.19229	211.476	0	10.3453	0.0179294	14.3916	0.0249421	2305938	9210659	35881	35720	35720	4330	384
chrX	82899070	82899742	0	672	155.633	0.231596	140.644	0.209292	97.5693	0.145192	155.633	140.644	5.90948	0.00879388	13.4322	0.0199883	2351229	9255950	8583	8846	8846	7427	146
chrX	83057170	83057851	0	681	61.949	0.0909677	77.974	0.114499	190.08	0.279119	61.949	77.974	5.32583	0.00782061	7.67552	0.011271	2509329	9414050	166683	166946	42665	15783	5296
chrX	83132766	83133532	1	766	9.1946	0.0120034	0	0	0	0	9.1946	0	1.06517	0.00139056	6.66811	0.0087051	2584925	9489646	242279	242542	32102	3207	5330
chrX	83405764	83406232	1	468	105.738	0.225936	0	0	0	0	105.738	0	3.47273	0.00742037	0	0	2857923	9762644	35742	37077	36324	14228	5703
chrX	83446327	83447181	1	854	64.5357	0.0755688	159.92	0.18726	110.951	0.129919	64.5357	159.92	4.47954	0.00524536	21.1077	0.0247163	2898486	9803207	2831	2870	2903	2311	1690
chrX	83848921	83849627	0	706	386.175	0.54699	76.2893	0.108058	75.7528	0.107299	386.175	76.2893	2.64103	0.00374084	0	0	3301080	10205801	91394	91897	64378	7191	0
chrX	83869016	83869442	0	426	40.9293	0.0960782	532.499	1.25	0	0	40.9293	532.499	6.7193	0.015773	0	0	3321175	10225896	111489	111992	44563	878	1774
chrX	84129553	84130177	1	624	0	0	0	0	0	0	0	0	3.61865	0.00579911	15.3511	0.0246011	3581712	10486433	128073	128599	59195	9579	0
chrX	84534912	84536757	0	1845	1778.16	0.963774	367.564	0.199222	336.115	0.182176	1778.16	367.564	17.3418	0.00939934	6.71608	0.00364015	3987071	10891792	34144	194855	21911	7727	0
chrX	84572801	84573324	0	523	105.738	0.202176	0	0	16.0688	0.0307242	105.738	0	1.3424	0.00256674	0	0	4024960	10929681	60084	232744	13985	7713	0
chrX	84912007	84912780	0	773	110.213	0.142579	382.356	0.494639	186.102	0.240753	110.213	382.356	4.01261	0.00519096	0	0	4364166	11268887	277061	389676	112112	10531	2245
chrX	84967070	84968555	0	1485	0	0	0	0	0	0	0	0	1.16731	0.000786065	7.67552	0.0051687	4419229	11323950	332124	333901	167175	22367	0
chrX	84999931	85001085	1	1154	219.03	0.189801	18.8035	0.0162942	29.5546	0.0256105	219.03	18.8035	4.3774	0.00379324	7.67552	0.00665123	4452090	11356811	299811	301371	151355	55228	2377
chrX	85061593	85062231	0	638	269.84	0.422947	151.213	0.237011	101.849	0.159639	269.84	151.213	2.42216	0.00379649	0	0	4513752	11418473	238665	240225	90209	4279	4811
chrX	85151803	85152343	1	540	0	0	0	0	119.422	0.221151	0	0	11.4688	0.0212385	0.863496	0.00159907	4603962	11508683	148553	150113	97	1106	0
chrX	86097103	86097794	1	691	105.259	0.152328	0	0	0	0	105.259	0	6.48584	0.00938617	7.67552	0.0111078	5549262	12453983	693074	693797	174575	1608	3383
chrX	86126042	86127115	1	1073	79.0736	0.0736939	45.5754	0.0424748	0	0	79.0736	45.5754	11.2353	0.0104709	40.4404	0.0376891	5578201	12482922	722013	722736	145254	3468	8607
chrX	86228939	86229977	0	1038	0	0	0	0	0	0	0	0	1.16731	0.00112457	0	0	5681098	12585819	824910	825633	42392	14534	0
chrX	86279656	86280242	1	586	6.43622	0.0109833	0	0	0	0	6.43622	0	1.12353	0.00191729	0	0	5731815	12636536	875627	876350	7139	32491	1069
chrX	86327126	86327942	0	816	330.936	0.405559	538.232	0.659598	0	0	330.936	538.232	10.6517	0.0130535	22.0671	0.027043	5779285	12684006	923097	923820	54609	10315	15182
chrX	86488472	86489782	1	1310	0	0	155.088	0.118388	69.3867	0.0529669	0	155.088	4.10746	0.00313546	8.29916	0.00633524	5940631	12845352	1084443	1085166	92356	2167	2604
chrX	86769887	86770367	1	480	105.738	0.220287	0	0	0	0	105.738	0	1.60505	0.00334385	21.2036	0.0441742	6222046	13126767	1365858	1192072	11439	1249	696
chrX	86872833	86873660	0	827	182.614	0.220815	203.565	0.246149	150.507	0.181991	182.614	203.565	10.265	0.0124123	6.71608	0.00812102	6324992	13025822	1468804	1088779	45419	4907	2513
chrX	87026976	87027715	1	739	103.899	0.140594	118.892	0.160883	0	0	103.899	118.892	7.06951	0.00956631	7.67552	0.0103864	6479135	12871767	1622947	934724	63043	20719	0
chrX	87046432	87047294	1	862	105.738	0.122666	180.275	0.209136	164.755	0.191131	105.738	180.275	2.13763	0.00247985	0	0	6498591	12852188	1642403	915145	82499	4557	0
chrX	87069899	87070452	1	553	317.215	0.573625	259.598	0.469436	0	0	317.215	259.598	4.06368	0.00734843	8.29916	0.0150075	6522058	12829030	1665870	891987	84964	17754	3227
chrX	87104403	87105037	0	634	140.031	0.220869	165.011	0.26027	176.557	0.27848	140.031	165.011	8.9007	0.014039	6.71608	0.0105932	6556562	12794445	1700374	857402	50379	741	3286
chrX	87721121	87721927	0	806	0	0	118.892	0.147509	0	0	0	118.892	3.356	0.00416378	0	0	7173280	12177555	2317092	240512	74998	11277	1743
chrX	87771684	87772182	0	498	0	0	0	0	24.2092	0.0486128	0	0	3.45085	0.00692942	5.61272	0.0112705	7223843	12127300	2367655	190257	24743	6056	0
chrX	87796293	87796861	0	568	105.738	0.186158	214.942	0.378418	8.31222	0.0146342	105.738	214.942	2.04278	0.00359645	0	0	7248452	12102621	2392264	165578	64	10675	0
chrX	87797104	87797745	1	641	76.4969	0.11934	118.892	0.18548	0	0	76.4969	118.892	10.2504	0.0159913	28.7832	0.0449036	7249263	12101737	2393075	164694	31	9791	0
chrX	88159826	88161050	1	1224	79.0736	0.0646026	118.892	0.0971343	96.4127	0.0787685	79.0736	118.892	1.3497	0.0011027	15.3511	0.0125417	7611985	11738432	2755797	197239	40802	4486	9261
chrX	88230802	88232439	1	1637	306.668	0.187335	0	0	0	0	306.668	0	7.7334	0.00472413	7.67552	0.00468877	7682961	11667043	2826773	268215	4877	152	5183
chrX	88335976	88336733	0	757	368.031	0.48617	312.337	0.412599	215.376	0.284512	368.031	312.337	7.0695	0.00933884	7.67552	0.0101394	7788135	11562749	2931947	373389	54623	4126	0
chrX	88363959	88364272	1	313	0	0	0	0	110.951	0.354476	0	0	3.59676	0.0114912	8.34713	0.0266682	7816118	11535210	2959930	401372	82606	2014	3939
chrX	88456201	88456975	1	774	105.738	0.136612	0	0	0	0	105.738	0	16.2693	0.0210198	6.71608	0.00867711	7908360	11442507	3052172	493614	174848	12457	9554
chrX	88574255	88574952	1	697	0	0	0	0	0	0	0	0	4.52331	0.00648969	14.3916	0.0206479	8026414	11324530	3170226	611668	292902	130511	16234
chrX	88681653	88682114	1	461	0	0	0	0	0	0	0	0	0	0	0	0	8133812	11217368	3277624	719066	387369	237909	19239
chrX	88814229	88815038	0	809	0	0	0	0	0	0	0	0	1.16731	0.0014429	0	0	8266388	11084444	3410200	851642	254445	197788	0
chrX	88844917	88846104	0	1187	105.738	0.0890799	118.892	0.100162	38.1031	0.0321004	105.738	118.892	3.55299	0.00299325	0	0	8297076	11053378	3440888	882330	223379	166722	27551
chrX	89307509	89308201	0	692	54.3515	0.0785426	257.462	0.372055	235.502	0.34032	54.3515	257.462	7.99605	0.011555	3.64587	0.0052686	8759668	10591281	3619568	1344922	11465	14204	77097
chrX	89434624	89435244	0	620	0	0	0	0	0	0	0	0	1.16731	0.00188275	0	0	8886783	10464238	3492525	1472037	105496	111925	29027
chrX	89480091	89481436	1	1345	136.696	0.101632	94.1231	0.06998	0	0	136.696	94.1231	3.21009	0.00238668	6.71608	0.00499337	8932250	10418046	3446333	1517504	150963	157392	11260
chrX	89504762	89505587	0	825	0	0	0	0	0	0	0	0	2.05738	0.00249379	0	0	8956921	10393895	3422182	1542175	175634	182063	3951
chrX	89588741	89589407	0	666	0	0	0	0	0	0	0	0	2.33461	0.00350543	7.67552	0.0115248	9040900	10310075	3338362	1626154	259613	266042	15993
chrX	89699815	89700587	1	772	0	0	0	0	0	0	0	0	2.56808	0.00332652	0	0	9151974	10198895	3227182	1737228	172121	304221	33637
chrX	89711171	89712310	1	1139	1.83892	0.0016145	118.892	0.104383	8.41698	0.0073898	1.83892	118.892	6.46396	0.00567512	25.617	0.0224908	9163330	10187172	3215459	1748584	160398	292498	21914
chrX	89888418	89888916	1	498	0	0	0	0	0	0	0	0	2.1887	0.00439497	7.67552	0.0154127	9340577	10010566	3038853	1925831	15562	115892	3200
chrX	89892160	89892870	0	710	0	0	118.892	0.167454	0	0	0	118.892	3.356	0.00472677	0	0	9344319	10006612	3034899	1929573	19304	111938	6942
chrX	90059715	90060319	1	604	0	0	0	0	0	0	0	0	3.74997	0.00620856	0	0	9511874	9839163	2867450	2097128	139461	54613	28442
chrX	90293017	90293362	0	345	186.651	0.541016	0	0	0	0	186.651	0	0	0	0	0	9745176	9606120	2634407	2330430	44911	9601	4073
chrX	90377048	90377491	0	443	313.275	0.707166	74.6385	0.168484	178.735	0.403465	313.275	74.6385	5.69062	0.0128456	15.0632	0.0340028	9710692	9521991	2550278	2414461	38627	27801	19126
chrX	90379995	90380655	0	660	100.355	0.152053	0	0	95.0854	0.144069	100.355	0	5.39879	0.00817998	0	0	9707528	9518827	2547114	2417408	41574	30748	15962
chrX	90394912	90395519	0	607	320.892	0.528652	203.108	0.334609	0	0	320.892	203.108	2.72128	0.00448317	6.71608	0.0110644	9692664	9503963	2532250	2432325	56491	45665	1098
chrX	90398604	90399455	0	851	211.476	0.248503	90.1601	0.105946	45.9108	0.0539492	211.476	90.1601	1.61234	0.00189465	0	0	9688728	9500027	2528314	2436017	60183	49357	154
chrX	91184270	91185322	0	1052	0	0	0	0	0	0	0	0	2.1887	0.00208051	2.7344	0.00259924	8902861	8714160	1742447	3221683	113760	188612	28739
chrX	91485272	91485785	1	513	27.5838	0.0537696	0	0	0	0	27.5838	0	7.2373	0.0141078	0	0	8602398	8413697	1441984	3522685	29928	586	6085
chrX	91739004	91739469	1	465	0	0	0	0	0	0	0	0	0	0	0	0	8348714	8160013	1188300	3776417	140962	214233	36287
chrX	92226057	92226994	0	937	0	0	32.6899	0.0348878	0	0	0	32.6899	1.16731	0.00124579	0	0	7861189	7672488	700775	3480957	6503	8340	4840
chrX	92295293	92295743	1	450	0	0	118.892	0.264205	0	0	0	118.892	2.1887	0.00486377	0	0	7792440	7603739	632026	3412208	75739	35852	0
chrX	92378265	92378738	1	473	50.469	0.1067	0	0	0	0	50.469	0	0	0	6.71608	0.0141989	7709445	7520744	549031	3329213	112256	2483	0
chrX	92521966	92522486	0	520	192.784	0.370738	307.137	0.590649	162.103	0.311737	192.784	307.137	5.83653	0.0112241	0	0	7565697	7376996	405283	3185465	30824	6962	1478
chrX	93188827	93189785	0	958	188.946	0.19723	203.108	0.212012	0	0	188.946	203.108	6.96007	0.0072652	29.5508	0.0308463	6898398	6709697	259584	2518166	77670	12905	0
chrX	93396238	93398181	0	1943	695.549	0.357977	505.208	0.260014	64.4547	0.0331728	695.549	505.208	13.3365	0.00686386	14.3916	0.0074069	6690002	6501301	466995	2309770	3314	11433	0
chrX	94153814	94155320	0	1506	753.25	0.500166	508.615	0.337726	280.911	0.186528	753.25	508.615	14.9634	0.00993586	14.3916	0.00955618	5932863	5744162	1224571	1552631	32056	16183	14713
chrX	94258339	94259131	1	792	117.62	0.14851	0	0	43.4072	0.054807	117.62	0	2.8599	0.00361098	9.88223	0.0124776	5829052	5640351	1329096	1448820	24995	11516	0
chrX	94273851	94274281	0	430	207.092	0.48161	398.024	0.925637	92.1409	0.214281	207.092	398.024	2.1887	0.00508999	0	0	5813902	5625201	1344608	1433670	40507	2910	15178
chrX	94290237	94291741	0	1504	380.068	0.252705	1124.3	0.747538	589.326	0.391839	380.068	1124.3	11.7314	0.00780015	28.7832	0.0191378	5796442	5607741	1360994	1416210	39795	3451	0
chrX	94393780	94395925	1	2145	9.6822	0.00451385	118.892	0.0554277	0	0	9.6822	118.892	8.90071	0.00414952	11.7531	0.00547932	5692258	5503557	1464537	1312026	14964	166	2493
chrX	94525239	94526652	0	1413	716.231	0.506887	260.984	0.184702	156.08	0.11046	716.231	260.984	26.6292	0.0188458	29.7426	0.0210493	5561531	5372830	1412609	1181299	114202	8689	25122
chrX	94548255	94549538	1	1283	0	0	118.892	0.0926675	0	0	0	118.892	8.069	0.00628917	23.0266	0.0179474	5538645	5349944	1389723	1158413	137218	8384	2236
chrX	94738304	94738763	1	459	0	0	96.6573	0.210582	0	0	0	96.6573	3.0277	0.00659629	15.351	0.0334445	5349420	5160719	1200498	969188	15718	6858	9369
chrX	94811865	94812556	0	691	0	0	205.036	0.296724	0	0	0	205.036	13.5043	0.0195431	5.75664	0.00833088	5275627	5086926	1126705	895395	47657	6447	8526
chrX	95313559	95314556	0	997	0	0	0	0	0	0	0	0	0	0	0	0	4773627	4584926	624705	393395	83476	7196	0
chrX	95449714	95450362	0	648	165.677	0.255675	168.375	0.259839	0	0	165.677	168.375	10.2139	0.0157622	14.3916	0.0222093	4637821	4449120	488899	257589	219631	555	3808
chrX	95581259	95584829	0	3570	1173.59	0.328738	1103.63	0.309141	536.249	0.15021	1173.59	1103.63	34.5231	0.00967033	56.1273	0.0157219	4503354	4314653	354432	123122	123427	1651	0
chrX	96011594	96013070	0	1476	568.16	0.384933	596.583	0.404189	208.671	0.141376	568.16	596.583	13.0228	0.00882301	4.31748	0.00292512	4075113	3886412	69542	12406	12406	8627	28925
chrX	96146442	96147483	0	1041	371.396	0.356768	456.538	0.438557	157.997	0.151774	371.396	456.538	19.2532	0.018495	48.8835	0.0469582	3940700	3751999	52539	52634	30189	6661	17019
chrX	96173279	96174797	0	1518	934.303	0.615483	409.252	0.2696	100.362	0.0661145	934.303	409.252	26.0017	0.017129	59.7731	0.0393762	3913386	3724685	79376	79471	57026	1144	2828
chrX	96217034	96217715	1	681	273.081	0.400999	54.4923	0.0800181	221.902	0.325848	273.081	54.4923	4.96105	0.00728495	8.68293	0.0127503	3870468	3681767	123131	77078	38524	7556	16671
chrX	97360388	97361449	0	1061	594.613	0.560427	684.761	0.645392	462.636	0.436037	594.613	684.761	22.529	0.0212338	27.8238	0.0262241	2726734	2538033	1266485	195944	113156	6213	7266
chrX	97487038	97491397	0	4359	1114.15	0.255598	743.308	0.170523	530.181	0.121629	1114.15	743.308	16.9259	0.00388299	30.4143	0.00697735	2596786	2408085	1393135	322594	12285	8559	173
chrX	97619528	97620347	0	819	128.814	0.157282	500.954	0.611665	159.746	0.19505	128.814	500.954	7.32484	0.00894364	34.3959	0.0419975	2467836	2279135	1525625	455084	39639	2127	10680
chrX	97673028	97673591	0	563	33.1006	0.0587932	332.926	0.591344	90.0172	0.159888	33.1006	332.926	3.356	0.00596093	0	0	2414592	2225891	1579125	508584	93139	5028	9390
chrX	97752339	97753754	0	1415	321.509	0.227215	401.614	0.283826	252.014	0.178101	321.509	401.614	9.52814	0.00673367	0	0	2334429	2145728	1658436	486247	172450	4013	4489
chrX	97857069	97857536	1	467	30.4162	0.0651311	97.6167	0.209029	0	0	30.4162	97.6167	0.372079	0.000796743	0	0	2230647	2041946	1763166	382465	180344	24524	0
chrX	97865357	97866163	1	806	317.214	0.393566	624.214	0.774459	0	0	317.214	624.214	9.20712	0.0114232	15.351	0.019046	2222020	2033319	1771454	373838	171717	21109	347
chrX	97908989	97909938	1	949	210.015	0.221302	119.327	0.12574	13.0081	0.0137071	210.015	119.327	7.87931	0.00830275	3.64587	0.0038418	2178245	1989544	1754849	330063	127942	8283	0
chrX	97969216	97970704	0	1488	677.461	0.455283	730.988	0.491255	187.62	0.126089	677.461	730.988	23.762	0.0159691	15.351	0.0103166	2117479	1928778	1694083	269297	67176	5943	21896
chrX	98085777	98086776	1	999	312.616	0.312929	239.774	0.240014	220.358	0.220579	312.616	239.774	4.34092	0.00434526	0	0	2001407	1812706	1578011	153225	47749	184	7401
chrX	98102928	98104541	1	1613	44.4026	0.027528	35.1418	0.0217866	0	0	44.4026	35.1418	3.035	0.00188159	11.3214	0.00701884	1983642	1794941	1560246	135460	64900	1158	0
chrX	98682331	98682939	1	608	63.4427	0.104347	190.243	0.312899	0	0	63.4427	190.243	12.4318	0.0204471	8.34713	0.0137288	1405244	1216543	981848	59341	146296	1158	0
chrX	98733137	98734001	1	864	42.8304	0.0495722	118.892	0.137607	25.3984	0.0293964	42.8304	118.892	3.35601	0.00388427	15.1592	0.0175453	1354182	1165481	930786	110147	197102	8396	845
chrX	98888866	98889543	0	677	11.4426	0.0169019	0	0	81.2189	0.119969	11.4426	0	3.90318	0.00576541	15.3031	0.0226042	1198640	1009939	775244	265876	352831	9042	11647
chrX	99323856	99324296	0	440	0	0	118.892	0.27021	227.228	0.516428	0	118.892	0.729567	0.00165811	27.392	0.0622546	763887	575186	340491	195020	138200	353	2547
chrX	99469636	99470303	0	667	496.757	0.744763	928.288	1.39174	170.316	0.255347	496.757	928.288	17.3564	0.0260216	14.3916	0.0215766	617880	429179	194484	49013	6752	6380	401
chrX	99546034	99546563	0	529	309.745	0.585529	1063.43	2.01026	0	0	309.745	1063.43	7.5583	0.0142879	10.1221	0.0191344	541620	352919	118224	26570	4945	2382	2097
chrX	99572861	99573210	0	349	651.156	1.86578	640.405	1.83497	102.153	0.292701	651.156	640.405	6.69742	0.0191903	0	0	514973	326272	91577	53397	10928	182	10107
chrX	100204784	100205848	0	1064	0	0	529.042	0.49722	414.043	0.389139	0	529.042	10.2796	0.00966127	9.64237	0.00906238	56946	305124	19851	19960	17490	2970	22400
chrX	100486964	100487396	0	432	332.972	0.770768	743.123	1.72019	67.2293	0.155623	332.972	743.123	3.74997	0.00868049	12.6166	0.0292052	119806	587304	114520	116300	23502	12978	2100
chrX	100519783	100520245	1	462	44.5176	0.0963584	35.3451	0.0765045	0	0	44.5176	35.3451	5.7198	0.0123805	2.01482	0.00436109	86957	620123	81671	83451	26131	4028	0
chrX	100687658	100688386	1	728	458.783	0.630196	76.0548	0.104471	144.486	0.19847	458.783	76.0548	20.3038	0.0278899	36.4587	0.0500807	40246	787998	13643	16865	14214	143	2791
chrX	101073277	101073907	0	630	0	0	328.948	0.52214	186.323	0.29575	0	328.948	0	0	0	0	188129	696930	112199	18706	18713	14296	16694
chrX	101147990	101148765	0	775	155.703	0.200907	441.066	0.569117	177.571	0.229124	155.703	441.066	5.5447	0.00715446	6.71608	0.00866591	262842	622072	37341	37791	12601	99	0
chrX	101319520	101320403	0	883	169.41	0.191857	82.2339	0.0931301	0	0	169.41	82.2339	11.8773	0.0134511	8.44307	0.00956181	434372	450434	89894	132336	48126	2589	0
chrX	101350454	101350921	0	467	158.147	0.338645	119.885	0.256713	173.567	0.371663	158.147	119.885	3.84481	0.00823301	6.71608	0.0143813	465306	419916	59376	163270	17608	7156	25493
chrX	101576677	101577422	0	745	0	0	0	0	0	0	0	0	2.33461	0.0031337	0	0	507387	193415	165336	194231	165653	23569	70841
chrX	101814158	101815063	1	905	105.629	0.116718	217.986	0.240868	0	0	105.629	217.986	4.77137	0.00527223	19.0929	0.0210971	269746	43117	38575	42357	10726	41573	6382
chrX	101872138	101873191	0	1053	396.274	0.376328	63.3471	0.0601587	257.898	0.244917	396.274	63.3471	2.5243	0.00239725	6.71608	0.00637804	211618	101097	16739	41545	17664	5943	0
chrX	101913938	101914388	0	450	0	0	79.9949	0.177767	106.007	0.23557	0	79.9949	2.21058	0.00491241	7.67552	0.0170567	170421	142897	84	348	388	613	5135
chrX	102089082	102089376	1	294	225.893	0.768342	0	0	0	0	225.893	0	3.77186	0.0128294	7.81944	0.0265967	4142	167389	63915	24498	24478	1371	6658
chrX	102743521	102744228	1	707	1.73928	0.00246008	333.087	0.471127	0	0	1.73928	333.087	10.0242	0.0141786	30.0785	0.0425438	630557	165206	23881	83737	602	0	0
chrX	102882771	102883046	0	275	0	0	0	0	161.81	0.588401	0	0	2.89638	0.0105323	0	0	491739	147187	355	58670	670	1295	0
chrX	103669120	103670297	0	1177	914.697	0.777142	1720.38	1.46167	47.6795	0.0405093	914.697	1720.38	10.8851	0.00924819	29.7426	0.0252699	236232	633075	256303	257936	141315	4733	18583
chrX	103771300	103772099	0	799	320.051	0.400564	392.176	0.490833	47.0208	0.0588496	320.051	392.176	12.3662	0.015477	0	0	338412	735255	358483	360116	39513	1115	6521
chrX	103829755	103830192	1	437	0	0	0	0	24.4858	0.0560315	0	0	0	0	0	0	396867	793710	416938	418571	17995	7134	2536
chrX	104227930	104228520	1	590	0	0	57.4647	0.0973977	0	0	0	57.4647	1.8604	0.00315321	0	0	795042	1191885	815113	816746	60946	8966	9097
chrX	104552129	104552562	1	433	0	0	38.6444	0.089248	0	0	0	38.6444	4.01991	0.00928385	6.57216	0.0151782	1119241	1516084	1139312	1140945	6341	1918	0
chrX	104681747	104682597	0	850	202.19	0.237871	602.988	0.709398	0	0	202.19	602.988	10.2577	0.0120679	0	0	1248859	1492730	1044709	1044999	37032	11352	0
chrX	104784556	104785204	1	648	176.017	0.271631	172.701	0.266514	0	0	176.017	172.701	10.1118	0.0156046	13.3842	0.0206546	1351668	1390123	942102	942392	10923	561	0
chrX	104847539	104847946	0	407	86.4295	0.212358	147.625	0.362716	0	0	86.4295	147.625	4.88809	0.0120101	12.5207	0.0307634	1414651	1327381	879360	879650	51264	4485	5524
chrX	104868592	104869943	0	1351	58.9007	0.0435978	450.329	0.33333	265.235	0.196325	58.9007	450.329	21.7922	0.0161304	18.853	0.0139548	1435704	1305384	857363	857653	72317	635	1588
chrX	105069861	105070497	1	636	0	0	0	0	49.6222	0.0780223	0	0	6.82874	0.010737	6.71608	0.0105599	1261269	1104830	656809	657099	3375	10045	3099
chrX	105262571	105262988	1	417	0	0	0	0	0	0	0	0	5.08508	0.0121944	18.901	0.0453261	1068778	912339	464318	464608	81308	8565	0
chrX	105400292	105401341	0	1049	195.126	0.186012	258.255	0.246192	75.8173	0.0722758	195.126	258.255	9.86374	0.00940299	22.0671	0.0210364	930425	773986	325965	326255	19858	1536	4163
chrX	105439573	105440437	0	864	192.58	0.222894	441.361	0.510834	317.684	0.36769	192.58	441.361	6.36182	0.00736321	13.4322	0.0155465	891329	734890	286869	287159	18226	6870	0
chrX	105476054	105476801	1	747	172.648	0.231121	108.701	0.145516	0	0	172.648	108.701	5.62496	0.00753006	0	0	854965	698526	250505	250795	51320	5543	30212
chrX	105551017	105553247	1	2230	105.738	0.0474161	171.403	0.0768624	0	0	105.738	171.403	15.4522	0.00692925	14.3916	0.00645363	778519	622080	174059	174349	13289	21992	14152
chrX	105695638	105696528	1	890	65.689	0.0738078	117.732	0.132283	120.72	0.13564	65.689	117.732	8.2441	0.00926303	7.67552	0.00862418	635238	478799	30778	31068	31088	14147	0
chrX	105763718	105765098	1	1380	290.948	0.210832	118.892	0.0861539	0	0	290.948	118.892	2.33461	0.00169175	18.5652	0.013453	566668	410229	36112	35974	35954	6131	17996
chrX	105902346	105902690	0	344	0	0	118.892	0.345617	0	0	0	118.892	4.07828	0.0118555	13.672	0.0397442	429076	272637	45646	47162	9053	1417	19461
chrX	106031358	106032876	1	1518	317.214	0.208968	0	0	100.029	0.0658953	317.214	0	9.60109	0.00632483	21.1077	0.0139049	298890	142451	12443	12886	1886	1902	0
chrX	106229790	106248067	0	18277	6259.77	0.342495	13434.4	0.735045	13088.4	0.716116	6259.77	13434.4	608.933	0.0333169	537.047	0.0293837	83699	46877	0	0	0	0	14867
chrX	107304333	107304774	0	441	206.49	0.468231	154.843	0.351118	0	0	206.49	154.843	8.84964	0.0200672	27.2961	0.0618959	413783	286099	28449	29942	10599	816	1025
chrX	107383585	107384348	1	763	657.362	0.86155	245.626	0.321921	0	0	657.362	245.626	10.3598	0.0135778	12.4727	0.016347	493035	365351	47786	48721	39408	743	1069
chrX	107681757	107682663	0	906	176.894	0.195247	1121.07	1.23739	302.762	0.334174	176.894	1121.07	28.4969	0.0314535	24.1779	0.0266864	791207	663523	392	138973	0	21014	4065
chrX	107757183	107757642	0	459	0	0	263.472	0.574012	22.1902	0.0483447	0	263.472	5.2091	0.0113488	0	0	866633	738949	73454	70342	70334	1795	5442
chrX	108016313	108019699	1	3386	724.183	0.213876	118.892	0.0351129	0	0	724.183	118.892	60.8458	0.0179698	77.7147	0.0229518	880511	998079	332584	73449	0	15644	4950
chrX	108297383	108297818	1	435	261.231	0.60053	148.129	0.340525	221.176	0.508451	261.231	148.129	23323.2	53.6165	10737.5	24.684	602392	1279149	481706	60054	17229	0	0
chrX	108609150	108610513	1	1363	116.772	0.0856727	402.256	0.295125	0	0	116.772	402.256	5.93138	0.00435171	46.7727	0.034316	289697	1085353	169011	83926	17583	3836	12199
chrX	108669861	108670972	0	1111	343.362	0.309057	730.33	0.657362	285.98	0.257407	343.362	730.33	12.2567	0.0110322	29.4548	0.026512	229238	1024894	108552	58120	12904	621	6970
chrX	108869295	108870493	0	1198	980.552	0.818491	399.837	0.333754	121.949	0.101794	980.552	399.837	19.9026	0.0166132	30.7021	0.0256278	29717	825373	16725	88871	15933	4767	0
chrX	109932334	109933654	1	1320	0	0	146.755	0.111178	110.951	0.0840539	0	146.755	12.7747	0.00967781	13.9599	0.0105757	670988	115762	105618	238741	7302	912	6927
chrX	110108134	110108840	0	706	532.751	0.754605	573.121	0.811787	84.0591	0.119064	532.751	573.121	8.36083	0.0118425	19.6685	0.0278591	846788	291562	68672	233256	17436	760	2335
chrX	110614867	110616504	0	1637	940.992	0.574827	1951.23	1.19195	249.249	0.15226	940.992	1951.23	23.295	0.0142303	14.3916	0.00879145	359139	798295	307327	43712	36940	7541	11269
chrX	110829623	110830064	0	441	134.179	0.304261	354.653	0.804203	51.5973	0.117001	134.179	354.653	3.21009	0.00727912	6.71608	0.0152292	145579	1013051	93767	94192	37438	6949	1131
chrX	111100425	111100858	0	433	100.64	0.232424	1039.26	2.40014	0	0	100.64	1039.26	4.66193	0.0107666	7.67552	0.0177264	124655	913720	174635	33866	11218	9611	0
chrX	111292965	111293343	0	378	33.9531	0.0898231	177.559	0.469732	0	0	33.9531	177.559	4.2023	0.0111172	14.1997	0.0375654	317195	721235	367175	226406	5475	693	1786
chrX	111421580	111422775	0	1195	229.866	0.192356	1419.23	1.18764	364.609	0.305112	229.866	1419.23	12.1108	0.0101346	22.0671	0.0184662	445810	591803	464472	355021	13682	17773	0
chrX	111492479	111493177	0	698	312.489	0.447692	605.345	0.867257	162.492	0.232797	312.489	605.345	10.9143	0.0156366	6.71608	0.00962189	516709	521401	394070	391579	84581	0	1569
chrX	111536761	111537613	0	852	76.4969	0.0897851	963.209	1.13053	175.745	0.206273	76.4969	963.209	13.8909	0.0163039	22.0671	0.0259004	560991	476965	349634	347143	128863	3923	3828
chrX	111553591	111554286	1	695	0	0	20.8062	0.0299369	0	0	0	20.8062	8.03253	0.0115576	0	0	577821	460292	332961	330470	143912	51	9935
chrX	111701562	111702354	0	792	417.942	0.527704	529.957	0.669138	203.699	0.257195	417.942	529.957	5.17263	0.00653109	29.7426	0.0375538	725792	312224	184893	182402	3216	918	0
